date,ask_value,bid_value
2012-10-24,10.69,10.49
2012-10-23,10.74,10.55
2012-10-22,10.74,10.54
2012-10-20,10.75,10.55
2012-10-19,10.75,10.55
2012-10-18,10.75,10.55
2012-10-17,10.73,10.54
2012-10-16,10.65,10.47
2012-10-15,10.60,10.42
2012-10-13,10.61,10.42
2012-10-12,10.61,10.42
2012-10-11,10.57,10.39
2012-10-10,10.57,10.39
2012-10-09,10.63,10.45
2012-10-08,10.66,10.46
2012-10-06,10.66,10.46
2012-10-05,10.66,10.46
2012-10-04,10.60,10.41
2012-10-03,10.59,10.40
2012-10-02,10.58,10.39
2012-10-01,10.55,10.36
2012-09-29,10.59,10.38
2012-09-28,10.59,10.38
2012-09-27,10.57,10.36
2012-09-26,10.57,10.38
2012-09-25,10.60,10.39
2012-09-24,10.63,10.42
2012-09-22,10.64,10.43
2012-09-21,10.64,10.43
2012-09-20,10.66,10.45
2012-09-19,10.70,10.50
2012-09-18,10.72,10.52
2012-09-17,10.74,10.52
2012-09-15,10.64,10.40
2012-09-14,10.64,10.40
2012-09-13,10.56,10.36
2012-09-12,10.50,10.30
2012-09-11,10.43,10.24
2012-09-10,10.44,10.24
2012-09-08,10.36,10.16
2012-09-07,10.36,10.16
2012-09-06,10.40,10.18
2012-09-05,10.35,10.15
2012-09-04,10.32,10.15
2012-09-03,10.27,10.11
2012-09-01,10.22,10.05
2012-08-31,10.22,10.05
2012-08-30,10.24,10.05
2012-08-29,10.24,10.05
2012-08-28,10.19,10.01
2012-08-27,10.22,10.03
2012-08-25,10.20,10.00
2012-08-24,10.20,10.00
2012-08-23,10.20,10.00
2012-08-22,10.16,9.96
2012-08-21,10.06,9.89
2012-08-20,10.06,9.89
2012-08-18,10.05,9.88
2012-08-17,10.05,9.88
2012-08-16,10.01,9.84
2012-08-15,10.05,9.87
2012-08-14,10.06,9.89
2012-08-13,10.02,9.84
2012-08-12,10.04,9.86
2012-08-11,10.04,9.86
2012-08-10,10.04,9.86
2012-08-09,10.07,9.89
2012-08-08,10.10,9.92
2012-08-07,10.09,9.91
2012-08-06,10.09,9.88
2012-08-04,9.96,9.78
2012-08-03,9.96,9.78
2012-08-02,10.01,9.83
2012-08-01,10.03,9.85
2012-07-31,10.01,9.83
2012-07-30,10.02,9.82
2012-07-27,10.01,9.82
2012-07-26,9.89,9.72
2012-07-25,9.85,9.66
2012-07-24,9.90,9.71
2012-07-23,9.92,9.71
2012-07-21,10.01,9.83
2012-07-20,10.01,9.83
2012-07-19,10.03,9.83
2012-07-18,10.03,9.84
2012-07-17,10.03,9.83
2012-07-16,10.01,9.81
2012-07-14,10.00,9.80
2012-07-13,10.00,9.80
2012-07-12,10.04,9.83
2012-07-11,10.05,9.84
2012-07-10,10.08,9.87
2012-07-09,10.09,9.86
2012-07-07,10.14,9.89
2012-07-06,10.15,9.91
2012-07-05,10.26,10.05
2012-07-04,10.29,10.08
2012-07-03,10.28,10.07
2012-07-02,10.29,10.04
2012-06-30,10.23,10.00
2012-06-29,10.23,10.00
2012-06-28,10.23,10.00
2012-06-27,10.23,10.00
2012-06-26,10.22,10.00
2012-06-25,10.26,10.04
2012-06-23,10.29,10.07
2012-06-22,10.29,10.07
2012-06-21,10.35,10.14
2012-06-20,10.34,10.11
2012-06-19,10.30,10.08
2012-06-18,10.38,10.15
2012-06-16,10.34,10.12
2012-06-15,10.34,10.12
2012-06-14,10.31,10.09
2012-06-13,10.23,10.02
2012-06-12,10.23,10.01
2012-06-11,10.26,10.04
2012-06-09,10.22,10.00
2012-06-08,10.22,10.00
2012-06-07,10.23,10.02
2012-06-06,10.19,9.97
2012-06-05,10.20,9.95
2012-06-04,10.09,9.88
2012-06-02,10.09,9.88
2012-06-01,10.09,9.89
2012-05-31,10.13,9.93
2012-05-30,10.19,9.99
2012-05-29,10.23,10.04
2012-05-28,10.26,10.05
2012-05-26,10.24,10.03
2012-05-25,10.24,10.03
2012-05-24,10.25,10.05
2012-05-23,10.32,10.13
2012-05-22,10.36,10.17
2012-05-21,10.36,10.14
2012-05-19,10.30,10.08
2012-05-18,10.30,10.08
2012-05-17,10.34,10.15
2012-05-16,10.34,10.15
2012-05-15,10.42,10.23
2012-05-14,10.47,10.26
2012-05-12,10.46,10.28
2012-05-11,10.46,10.28
2012-05-10,10.53,10.30
2012-05-09,10.56,10.36
2012-05-08,10.56,10.35
2012-05-07,10.59,10.36
2012-05-05,10.63,10.43
2012-05-04,10.63,10.43
2012-05-03,10.70,10.46
2012-05-02,10.70,10.46
2012-05-01,10.70,10.46
2012-04-30,10.70,10.46
2012-04-28,10.70,10.46
2012-04-27,10.67,10.46
2012-04-26,10.67,10.46
2012-04-25,10.66,10.45
2012-04-24,10.64,10.43
2012-04-23,10.67,10.45
2012-04-21,10.61,10.42
2012-04-20,10.61,10.42
2012-04-19,10.60,10.40
2012-04-18,10.61,10.40
2012-04-17,10.62,10.39
2012-04-16,10.65,10.42
2012-04-14,10.65,10.42
2012-04-13,10.64,10.43
2012-04-12,10.62,10.42
2012-04-11,10.60,10.39
2012-04-10,10.61,10.39
2012-04-09,10.59,10.37
2012-04-07,10.59,10.39
2012-04-06,10.59,10.39
2012-04-05,10.65,10.45
2012-04-04,10.70,10.50
2012-04-03,10.77,10.57
2012-04-02,10.81,10.57
2012-03-31,10.78,10.53
2012-03-30,10.78,10.56
2012-03-29,10.77,10.56
2012-03-28,10.78,10.57
2012-03-27,10.78,10.56
2012-03-26,10.72,10.50
2012-03-23,10.68,10.47
2012-03-22,10.72,10.51
2012-03-21,10.72,10.52
2012-03-20,10.69,10.48
2012-03-19,10.65,10.43
2012-03-16,10.58,10.37
2012-03-15,10.56,10.36
2012-03-14,10.58,10.37
2012-03-13,10.65,10.43
2012-03-12,10.64,10.37
2012-03-09,10.65,10.43
2012-03-08,10.65,10.43
2012-03-07,10.65,10.43
2012-03-06,10.70,10.50
2012-03-05,10.70,10.48
2012-03-02,10.76,10.54
2012-03-01,10.79,10.58
2012-02-29,10.85,10.64
2012-02-28,10.82,10.60
2012-02-27,10.84,10.62
2012-02-24,10.77,10.54
2012-02-23,10.70,10.48
2012-02-22,10.70,10.47
2012-02-21,10.72,10.49
2012-02-20,10.68,10.45
2012-02-17,10.61,10.38
2012-02-16,10.59,10.36
2012-02-15,10.68,10.46
2012-02-14,10.68,10.45
2012-02-13,10.72,10.49
2012-02-10,10.75,10.52
2012-02-09,10.76,10.52
2012-02-08,10.72,10.48
2012-02-07,10.62,10.38
2012-02-06,10.63,10.39
2012-02-03,10.67,10.43
2012-02-02,10.67,10.43
2012-02-01,10.62,10.37
2012-01-31,10.67,10.41
2012-01-30,10.67,10.40
2012-01-27,10.64,10.38
2012-01-26,10.62,10.35
2012-01-25,10.57,10.31
2012-01-24,10.56,10.30
2012-01-23,10.48,10.22
2012-01-20,10.52,10.25
2012-01-19,10.44,10.18
2012-01-18,10.38,10.12
2012-01-17,10.33,10.08
2012-01-16,10.32,10.07
2012-01-13,10.41,10.17
2012-01-12,10.35,10.09
2012-01-11,10.40,10.13
2012-01-10,10.41,10.13
2012-01-09,10.44,10.15
2012-01-06,10.45,10.16
2012-01-05,10.53,10.24
2012-01-04,10.54,10.26
2012-01-03,10.53,10.22
2012-01-02,10.51,10.22
2011-12-30,10.51,10.23
2011-12-29,10.52,10.26
2011-12-28,10.57,10.34
2011-12-27,10.58,10.34
2011-12-26,10.58,10.33
2011-12-23,10.58,10.34
2011-12-22,10.59,10.34
2011-12-21,10.62,10.37
2011-12-20,10.52,10.28
2011-12-19,10.55,10.30
2011-12-16,10.53,10.28
2011-12-15,10.53,10.27
2011-12-14,10.60,10.35
2011-12-13,10.71,10.46
2011-12-12,10.79,10.54
2011-12-09,10.79,10.53
2011-12-08,10.83,10.59
2011-12-07,10.85,10.60
2011-12-06,10.85,10.60
2011-12-05,10.89,10.64
2011-12-02,10.91,10.67
2011-12-01,10.88,10.64
2011-11-30,10.81,10.55
2011-11-29,10.84,10.58
2011-11-28,10.80,10.54
2011-11-25,10.82,10.56
2011-11-24,10.88,10.61
2011-11-23,10.95,10.68
2011-11-22,10.94,10.69
2011-11-21,10.98,10.72
2011-11-18,10.96,10.69
2011-11-17,10.99,10.70
2011-11-16,10.96,10.68
2011-11-15,11.07,10.80
2011-11-14,11.14,10.87
2011-11-11,11.07,10.80
2011-11-10,11.05,10.76
2011-11-09,11.21,10.94
2011-11-08,11.18,10.91
2011-11-07,11.19,10.91
2011-11-04,11.20,10.95
2011-11-03,11.14,10.88
2011-11-02,11.14,10.86
2011-11-01,11.26,10.98
2011-10-31,11.41,11.13
2011-10-28,11.49,11.21
2011-10-27,11.35,11.08
2011-10-26,11.29,11.02
2011-10-25,11.28,11.01
2011-10-24,11.26,10.98
2011-10-21,11.20,10.93
2011-10-20,11.17,10.90
2011-10-19,11.20,10.92
2011-10-18,11.20,10.93
2011-10-17,11.25,10.97
2011-10-14,11.20,10.93
2011-10-13,11.19,10.93
2011-10-12,11.07,10.81
2011-10-11,11.06,10.79
2011-10-10,10.97,10.68
2011-10-07,10.91,10.66
2011-10-06,10.86,10.62
2011-10-05,10.83,10.58
2011-10-04,10.81,10.55
2011-10-03,10.92,10.65
2011-09-30,11.03,10.77
2011-09-29,11.06,10.80
2011-09-28,11.04,10.77
2011-09-27,11.01,10.73
2011-09-26,10.94,10.67
2011-09-23,10.99,10.71
2011-09-22,11.04,10.79
2011-09-21,11.11,10.87
2011-09-20,11.07,10.82
2011-09-19,11.16,10.91
2011-09-16,11.20,10.96
2011-09-15,11.12,10.87
2011-09-14,11.09,10.82
2011-09-13,11.10,10.82
2011-09-12,11.11,10.81
2011-09-09,11.29,11.05
2011-09-08,11.40,11.16
2011-09-07,11.42,11.17
2011-09-06,11.41,11.18
2011-09-05,11.49,11.25
2011-09-02,11.54,11.30
2011-09-01,11.61,11.39
2011-08-31,11.64,11.40
2011-08-30,11.69,11.47
2011-08-29,11.69,11.43
2011-08-26,11.62,11.39
2011-08-25,11.62,11.38
2011-08-24,11.60,11.37
2011-08-23,11.60,11.37
2011-08-22,11.59,11.35
2011-08-19,11.55,11.32
2011-08-18,11.62,11.39
2011-08-17,11.61,11.37
2011-08-16,11.60,11.36
2011-08-15,11.51,11.28
2011-08-12,11.46,11.22
2011-08-11,11.47,11.24
2011-08-10,11.52,11.30
2011-08-09,11.45,11.23
2011-08-08,11.50,11.24
2011-08-05,11.40,11.18
2011-08-04,11.51,11.30
2011-08-03,11.45,11.24
2011-08-02,11.52,11.30
2011-08-01,11.57,11.32
2011-07-29,11.53,11.30
2011-07-28,11.58,11.36
2011-07-27,11.66,11.43
2011-07-26,11.63,11.41
2011-07-25,11.56,11.33
2011-07-22,11.55,11.33
2011-07-21,11.47,11.27
2011-07-20,11.40,11.20
2011-07-19,11.36,11.13
2011-07-18,11.37,11.14
2011-07-15,11.42,11.20
2011-07-14,11.40,11.17
2011-07-13,11.29,11.05
2011-07-12,11.32,11.07
2011-07-11,11.46,11.23
2011-07-08,11.52,11.28
2011-07-07,11.53,11.31
2011-07-06,11.62,11.40
2011-07-05,11.64,11.43
2011-07-04,11.67,11.44
2011-07-01,11.64,11.43
2011-06-30,11.63,11.42
2011-06-29,11.55,11.28
2011-06-28,11.47,11.22
2011-06-27,11.47,11.22
2011-06-24,11.50,11.28
2011-06-23,11.53,11.32
2011-06-22,11.59,11.35
2011-06-21,11.53,11.30
2011-06-20,11.47,11.25
2011-06-17,11.42,11.19
2011-06-16,11.45,11.21
2011-06-15,11.62,11.39
2011-06-14,11.65,11.41
2011-06-13,11.70,11.44
2011-06-10,11.71,11.46
2011-06-09,11.77,11.54
2011-06-08,11.80,11.56
2011-06-07,11.75,11.52
2011-06-06,11.73,11.49
2011-06-03,11.63,11.41
2011-06-02,11.58,11.36
2011-06-01,11.59,11.37
2011-05-31,11.53,11.32
2011-05-30,11.47,11.24
2011-05-27,11.43,11.21
2011-05-26,11.39,11.16
2011-05-25,11.34,11.12
2011-05-24,11.33,11.10
2011-05-23,11.39,11.16
2011-05-20,11.49,11.27
2011-05-19,11.47,11.25
2011-05-18,11.45,11.23
2011-05-17,11.40,11.19
2011-05-16,11.41,11.18
2011-05-13,11.44,11.21
2011-05-12,11.47,11.24
2011-05-11,11.54,11.31
2011-05-10,11.57,11.30
2011-05-09,11.84,11.51
2011-05-06,11.85,11.53
2011-05-05,11.98,11.72
2011-05-04,11.96,11.66
2011-05-03,11.95,11.67
2011-05-02,11.95,11.67
2011-04-29,11.95,11.68
2011-04-28,11.92,11.63
2011-04-27,11.73,11.50
2011-04-26,11.67,11.43
2011-04-25,11.67,11.45
2011-04-22,11.67,11.45
2011-04-21,11.68,11.45
2011-04-20,11.50,11.31
2011-04-19,11.44,11.23
2011-04-18,11.54,11.34
2011-04-15,11.58,11.38
2011-04-14,11.60,11.41
2011-04-13,11.60,11.41
2011-04-12,11.55,11.36
2011-04-11,11.57,11.37
2011-04-08,11.50,11.31
2011-04-07,11.47,11.27
2011-04-06,11.40,11.22
2011-04-05,11.39,11.21
2011-04-04,11.37,11.18
2011-04-01,11.36,11.17
2011-03-31,11.32,11.14
2011-03-30,11.30,11.12
2011-03-29,11.30,11.12
2011-03-28,11.31,11.12
2011-03-25,11.35,11.15
2011-03-24,11.32,11.14
2011-03-23,11.36,11.16
2011-03-22,11.38,11.17
2011-03-21,11.34,11.13
2011-03-18,11.25,11.06
2011-03-17,11.16,10.99
2011-03-16,11.17,10.98
2011-03-15,11.14,10.96
2011-03-14,11.12,10.92
2011-03-11,11.05,10.86
2011-03-10,11.09,10.92
2011-03-09,11.14,10.93
2011-03-08,11.13,10.95
2011-03-07,11.13,10.95
2011-03-04,11.13,10.95
2011-03-03,11.08,10.90
2011-03-02,11.04,10.86
2011-03-01,11.04,10.86
2011-02-28,11.02,10.83
2011-02-25,11.02,10.84
2011-02-24,11.00,10.81
2011-02-23,10.97,10.76
2011-02-22,10.93,10.73
2011-02-21,10.95,10.75
2011-02-18,10.91,10.70
2011-02-17,10.87,10.66
2011-02-16,10.88,10.66
2011-02-15,10.85,10.63
2011-02-14,10.90,10.67
2011-02-11,10.92,10.71
2011-02-10,10.99,10.78
2011-02-09,10.95,10.75
2011-02-08,10.94,10.72
2011-02-07,10.94,10.71
2011-02-04,10.97,10.75
2011-02-03,11.08,10.87
2011-02-02,11.09,10.89
2011-02-01,11.02,10.80
2011-01-31,10.97,10.76
2011-01-28,11.02,10.81
2011-01-27,11.02,10.81
2011-01-26,11.00,10.77
2011-01-25,10.97,10.74
2011-01-24,10.93,10.70
2011-01-21,10.87,10.64
2011-01-20,10.87,10.64
2011-01-19,10.86,10.61
2011-01-18,10.78,10.53
2011-01-17,10.79,10.52
2011-01-14,10.77,10.50
2011-01-13,10.62,10.36
2011-01-12,10.50,10.25
2011-01-11,10.46,10.21
2011-01-10,10.52,10.24
2011-01-07,10.68,10.40
2011-01-06,10.68,10.40
2011-01-05,10.73,10.45
2011-01-04,10.75,10.44
2011-01-03,10.74,10.43
2010-12-31,10.73,10.43
2010-12-30,10.64,10.38
2010-12-29,10.56,10.33
2010-12-28,10.64,10.38
2010-12-27,10.55,10.32
2010-12-24,10.54,10.31
2010-12-23,10.56,10.32
2010-12-22,10.65,10.39
2010-12-21,10.67,10.40
2010-12-20,10.71,10.44
2010-12-17,10.75,10.48
2010-12-16,10.75,10.49
2010-12-15,10.78,10.52
2010-12-14,10.80,10.54
2010-12-13,10.74,10.48
2010-12-10,10.75,10.50
2010-12-09,10.75,10.49
2010-12-08,10.76,10.50
2010-12-07,10.79,10.53
2010-12-06,10.80,10.53
2010-12-03,10.74,10.47
2010-12-02,10.61,10.36
2010-12-01,10.56,10.31
2010-11-30,10.68,10.39
2010-11-29,10.76,10.47
2010-11-26,10.80,10.52
2010-11-25,10.81,10.53
2010-11-24,10.86,10.59
2010-11-23,10.96,10.71
2010-11-22,11.03,10.78
2010-11-19,10.98,10.74
2010-11-18,10.93,10.67
2010-11-17,10.93,10.67
2010-11-16,10.99,10.74
2010-11-15,11.04,10.78
2010-11-12,11.04,10.77
2010-11-11,11.10,10.86
2010-11-10,11.13,10.91
2010-11-09,11.17,10.96
2010-11-08,11.27,11.02
2010-11-05,11.38,11.13
2010-11-04,11.30,11.07
2010-11-03,11.24,11.03
2010-11-02,11.18,10.96
2010-11-01,11.19,10.95
2010-10-29,11.16,10.92
2010-10-28,11.12,10.89
2010-10-27,11.15,10.92
2010-10-26,11.22,10.99
2010-10-25,11.22,10.97
2010-10-22,11.23,10.98
2010-10-21,11.18,10.93
2010-10-20,11.12,10.90
2010-10-19,11.19,10.97
2010-10-18,11.24,10.99
2010-10-15,11.27,11.05
2010-10-14,11.22,10.99
2010-10-13,11.17,10.93
2010-10-12,11.17,10.93
2010-10-11,11.19,10.95
2010-10-10,11.18,10.94
2010-10-08,11.19,10.94
2010-10-07,11.15,10.91
2010-10-06,11.08,10.84
2010-10-05,11.00,10.75
2010-10-04,11.02,10.77
2010-10-01,10.93,10.69
2010-09-30,10.91,10.66
2010-09-29,10.86,10.60
2010-09-28,10.82,10.56
2010-09-27,10.81,10.54
2010-09-24,10.72,10.45
2010-09-23,10.75,10.48
2010-09-22,10.62,10.35
2010-09-21,10.47,10.25
2010-09-20,10.46,10.23
2010-09-17,10.46,10.23
2010-09-16,10.39,10.17
2010-09-15,10.34,10.12
2010-09-14,10.26,10.06
2010-09-13,10.20,9.99
2010-09-10,10.18,9.97
2010-09-09,10.20,9.97
2010-09-08,10.20,10.00
2010-09-07,10.25,10.06
2010-09-06,10.25,10.04
2010-09-03,10.21,10.01
2010-09-02,10.18,9.99
2010-09-01,10.10,9.91
2010-08-31,10.10,9.90
2010-08-30,10.13,9.92
2010-08-27,10.12,9.91
2010-08-26,10.10,9.88
2010-08-25,10.10,9.88
2010-08-24,10.15,9.92
2010-08-23,10.15,9.92
2010-08-20,10.21,10.01
2010-08-19,10.22,10.01
2010-08-18,10.22,10.02
2010-08-17,10.22,10.01
2010-08-16,10.23,9.96
2010-08-13,10.24,9.99
2010-08-12,10.31,10.08
2010-08-11,10.42,10.20
2010-08-10,10.47,10.26
2010-08-09,10.48,10.27
2010-08-06,10.45,10.25
2010-08-05,10.44,10.24
2010-08-04,10.47,10.26
2010-08-03,10.42,10.22
2010-08-02,10.34,10.14
2010-07-30,10.36,10.15
2010-07-29,10.32,10.11
2010-07-28,10.33,10.12
2010-07-27,10.29,10.08
2010-07-26,10.24,10.03
2010-07-23,10.21,10.02
2010-07-22,10.17,9.99
2010-07-21,10.22,10.03
2010-07-20,10.25,10.05
2010-07-19,10.24,10.02
2010-07-16,10.20,9.99
2010-07-15,10.08,9.89
2010-07-14,10.03,9.84
2010-07-13,10.00,9.80
2010-07-12,10.03,9.81
2010-07-09,10.06,9.85
2010-07-08,10.02,9.79
2010-07-07,10.00,9.77
2010-07-06,9.98,9.74
2010-07-05,9.98,9.73
2010-07-02,9.91,9.66
2010-07-01,9.79,9.53
2010-06-30,9.78,9.52
2010-06-29,9.82,9.56
2010-06-28,9.83,9.58
2010-06-25,9.82,9.59
2010-06-24,9.82,9.58
2010-06-23,9.81,9.57
2010-06-22,9.85,9.62
2010-06-21,9.88,9.63
2010-06-18,9.87,9.61
2010-06-17,9.81,9.56
2010-06-16,9.82,9.57
2010-06-15,9.78,9.53
2010-06-14,9.72,9.46
2010-06-11,9.69,9.40
2010-06-10,9.59,9.34
2010-06-09,9.56,9.31
2010-06-08,9.57,9.31
2010-06-07,9.72,9.40
2010-06-04,9.82,9.55
2010-06-03,9.83,9.57
2010-06-02,9.83,9.54
2010-06-01,9.86,9.58
2010-05-31,9.89,9.59
2010-05-28,9.85,9.58
2010-05-27,9.84,9.56
2010-05-26,9.84,9.55
2010-05-25,10.00,9.64
2010-05-24,9.94,9.60
2010-05-21,9.90,9.62
2010-05-20,9.84,9.55
2010-05-19,9.89,9.58
2010-05-18,9.91,9.62
2010-05-17,9.98,9.68
2010-05-14,10.08,9.82
2010-05-13,10.23,9.99
2010-05-12,10.24,9.99
2010-05-11,10.27,9.99
2010-05-10,10.31,10.02
2010-05-07,10.31,10.03
2010-05-06,10.42,10.19
2010-05-05,10.57,10.37
2010-05-04,10.63,10.43
2010-05-03,10.63,10.43
2010-04-30,10.62,10.42
2010-04-29,10.61,10.42
2010-04-28,10.64,10.45
2010-04-27,10.73,10.52
2010-04-26,10.73,10.51
2010-04-23,10.73,10.51
2010-04-22,10.77,10.57
2010-04-21,10.80,10.60
2010-04-20,10.80,10.59
2010-04-19,10.83,10.62
2010-04-16,10.86,10.65
2010-04-15,10.90,10.70
2010-04-14,10.87,10.67
2010-04-13,10.88,10.66
2010-04-12,10.77,10.61
2010-04-09,10.70,10.53
2010-04-08,10.71,10.54
2010-04-07,10.74,10.56
2010-04-06,10.81,10.62
2010-04-05,10.82,10.61
2010-04-02,10.82,10.62
2010-04-01,10.82,10.60
2010-03-31,10.81,10.61
2010-03-30,10.80,10.60
2010-03-29,10.74,10.55
2010-03-26,10.75,10.57
2010-03-25,10.79,10.58
2010-03-24,10.89,10.71
2010-03-23,10.89,10.72
2010-03-22,10.96,10.80
2010-03-19,11.04,10.88
2010-03-18,11.09,10.94
2010-03-17,11.07,10.92
2010-03-16,11.05,10.86
2010-03-15,11.08,10.87
2010-03-12,11.03,10.80
2010-03-11,11.02,10.79
2010-03-10,11.00,10.76
2010-03-09,11.02,10.78
2010-03-08,11.02,10.78
2010-03-05,11.02,10.80
2010-03-04,11.03,10.80
2010-03-03,10.98,10.75
2010-03-02,10.97,10.73
2010-03-01,11.00,10.74
2010-02-26,10.95,10.71
2010-02-25,11.01,10.78
2010-02-24,11.02,10.79
2010-02-23,11.04,10.80
2010-02-22,11.05,10.82
2010-02-19,11.07,10.85
2010-02-18,11.14,10.92
2010-02-17,11.15,10.94
2010-02-16,11.15,10.91
2010-02-15,11.16,10.91
2010-02-12,11.23,11.02
2010-02-11,11.26,11.06
2010-02-10,11.25,11.07
2010-02-09,11.23,11.02
2010-02-08,11.24,11.01
2010-02-05,11.33,11.12
2010-02-04,11.40,11.19
2010-02-03,11.37,11.16
2010-02-02,11.33,11.13
2010-02-01,11.38,11.18
2010-01-29,11.41,11.21
2010-01-28,11.51,11.30
2010-01-27,11.55,11.32
2010-01-26,11.57,11.36
2010-01-25,11.60,11.38
2010-01-22,11.60,11.35
2010-01-21,11.65,11.37
2010-01-20,11.86,11.51
2010-01-19,11.90,11.54
2010-01-18,11.91,11.54
2010-01-15,11.97,11.65
2010-01-14,11.97,11.66
2010-01-13,11.93,11.59
2010-01-12,11.73,11.47
2010-01-11,11.64,11.40
2010-01-08,11.64,11.38
2010-01-07,11.64,11.38
2010-01-06,11.64,11.38
2010-01-05,11.63,11.37
2010-01-04,11.61,11.36
2010-01-01,11.64,11.39
2009-12-31,11.65,11.39
2009-12-30,11.65,11.42
2009-12-29,11.60,11.38
2009-12-28,11.56,11.36
2009-12-25,11.54,11.33
2009-12-24,11.49,11.28
2009-12-23,11.51,11.28
2009-12-22,11.56,11.32
2009-12-21,11.60,11.37
2009-12-18,11.65,11.40
2009-12-17,11.85,11.53
2009-12-16,11.89,11.58
2009-12-15,11.94,11.67
2009-12-14,11.99,11.70
2009-12-11,12.03,11.73
2009-12-10,12.05,11.73
2009-12-09,12.07,11.74
2009-12-08,12.09,11.79
2009-12-07,12.18,11.95
2009-12-04,12.25,12.02
2009-12-03,12.25,12.02
2009-12-02,12.24,12.00
2009-12-01,12.24,11.96
2009-11-30,12.24,11.93
2009-11-27,12.22,11.96
2009-11-26,12.25,11.98
2009-11-25,12.28,12.05
2009-11-24,12.29,12.08
2009-11-23,12.30,12.02
2009-11-20,12.31,12.06
2009-11-19,12.32,12.08
2009-11-18,12.31,12.06
2009-11-17,12.36,12.10
2009-11-16,12.36,12.11
2009-11-13,12.37,12.12
2009-11-12,12.41,12.15
2009-11-11,12.40,12.14
2009-11-10,12.42,12.13
2009-11-09,12.38,12.10
2009-11-06,12.35,12.06
2009-11-05,12.37,12.10
2009-11-04,12.34,12.05
2009-11-03,12.30,12.03
2009-11-02,12.24,11.95
2009-10-30,12.27,11.98
2009-10-29,12.29,11.97
2009-10-28,12.35,12.06
2009-10-27,12.42,12.13
2009-10-26,12.44,12.18
2009-10-23,12.47,12.22
2009-10-22,12.50,12.20
2009-10-21,12.48,12.18
2009-10-20,12.45,12.16
2009-10-19,12.35,12.01
2009-10-16,12.35,12.00
2009-10-15,12.41,12.14
2009-10-14,12.42,12.16
2009-10-13,12.40,12.16
2009-10-12,12.40,12.16
2009-10-09,12.48,12.18
2009-10-08,12.47,12.19
2009-10-07,12.49,12.18
2009-10-06,12.46,12.17
2009-10-05,12.47,12.19
2009-10-02,12.42,12.10
2009-10-01,12.50,12.01
2009-09-30,12.29,11.98
2009-09-29,12.50,12.23
2009-09-28,12.51,12.26
2009-09-25,12.68,12.39
2009-09-24,12.68,12.39
2009-09-23,12.69,12.41
2009-09-22,12.63,12.36
2009-09-21,12.69,12.39
2009-09-18,12.70,12.44
2009-09-17,12.68,12.40
2009-09-16,12.66,12.37
2009-09-15,12.61,12.26
2009-09-14,12.62,12.26
2009-09-11,12.60,12.22
2009-09-10,12.53,12.08
2009-09-09,12.67,12.26
2009-09-08,12.78,12.39
2009-09-07,12.76,12.37
2009-09-04,12.77,12.36
2009-09-03,12.60,12.22
2009-09-02,12.33,12.03
2009-09-01,12.25,11.97
2009-08-31,12.25,11.98
2009-08-28,12.30,11.95
2009-08-27,12.22,11.93
2009-08-26,12.21,11.95
2009-08-25,12.20,11.88
2009-08-24,12.06,11.71
2009-08-21,12.04,11.70
2009-08-20,11.91,11.61
2009-08-19,11.88,11.58
2009-08-18,11.90,11.57
2009-08-17,11.89,11.57
2009-08-14,12.02,11.63
2009-08-13,11.91,11.54
2009-08-12,11.65,11.38
2009-08-11,11.61,11.35
2009-08-10,11.64,11.33
2009-08-07,11.72,11.38
2009-08-06,11.65,11.33
2009-08-05,11.59,11.25
2009-08-04,11.54,11.19
2009-08-03,11.46,11.00
2009-07-31,11.49,11.09
2009-07-30,11.53,11.18
2009-07-29,11.56,11.24
2009-07-28,11.51,11.18
2009-07-27,11.39,11.13
2009-07-24,11.35,11.08
2009-07-23,11.31,11.03
2009-07-22,11.28,11.04
2009-07-21,11.25,10.95
2009-07-20,11.23,10.97
2009-07-17,11.18,10.93
2009-07-16,11.07,10.86
2009-07-15,10.98,10.77
2009-07-14,10.91,10.70
2009-07-13,10.89,10.67
2009-07-10,10.90,10.67
2009-07-09,10.92,10.70
2009-07-08,10.99,10.73
2009-07-07,11.02,10.77
2009-07-06,11.13,10.84
2009-07-03,11.13,10.84
2009-07-02,11.05,10.83
2009-07-01,11.00,10.78
2009-06-30,10.97,10.75
2009-06-29,10.85,10.63
2009-06-26,10.83,10.63
2009-06-25,10.83,10.62
2009-06-24,10.82,10.60
2009-06-23,10.71,10.54
2009-06-22,10.75,10.57
2009-06-19,10.78,10.59
2009-06-18,10.76,10.57
2009-06-17,10.73,10.55
2009-06-16,10.74,10.55
2009-06-15,10.79,10.59
2009-06-12,10.79,10.60
2009-06-11,10.80,10.60
2009-06-10,10.78,10.56
2009-06-09,10.80,10.55
2009-06-08,10.88,10.67
2009-06-05,10.88,10.67
2009-06-04,10.90,10.68
2009-06-03,10.93,10.70
2009-06-02,10.88,10.66
2009-06-01,10.87,10.56
2009-05-29,10.81,10.53
2009-05-28,10.77,10.46
2009-05-27,10.78,10.49
2009-05-26,10.77,10.43
2009-05-25,10.74,10.35
2009-05-22,10.70,10.32
2009-05-21,10.63,10.27
2009-05-20,10.53,10.15
2009-05-19,10.44,10.07
2009-05-18,10.45,10.06
2009-05-15,10.57,10.13
2009-05-14,10.64,10.23
2009-05-13,10.78,10.41
