date,ask_value,bid_value
2017-11-21,31.52,31.09
2017-11-20,31.56,31.14
2017-11-19,31.58,31.12
2017-11-18,31.58,31.13
2017-11-17,31.57,31.13
2017-11-16,31.61,31.15
2017-11-15,31.63,31.15
2017-11-14,31.41,30.96
2017-11-13,31.35,30.91
2017-11-12,31.52,30.91
2017-11-11,31.34,30.90
2017-11-10,31.34,30.89
2017-11-09,31.31,30.87
2017-11-08,31.32,30.88
2017-11-07,31.42,30.95
2017-11-06,31.50,31.06
2017-11-05,31.58,31.12
2017-11-04,31.58,31.12
2017-11-03,31.59,31.15
2017-11-02,31.54,31.09
2017-11-01,31.50,31.03
2017-10-31,31.44,31.01
2017-10-30,31.44,30.95
2017-10-29,31.54,30.98
2017-10-28,31.53,30.99
2017-10-27,31.13,30.64
2017-10-26,31.76,31.28
2017-10-25,31.71,31.19
2017-10-24,31.63,31.13
2017-10-23,31.66,31.13
2017-10-22,31.68,31.18
2017-10-21,31.69,31.18
2017-10-20,31.69,31.20
2017-10-19,31.66,31.16
2017-10-18,31.65,31.14
2017-10-17,31.75,31.20
2017-10-16,31.85,31.34
2017-10-15,31.84,31.35
2017-10-14,31.82,31.35
2017-10-13,31.81,31.34
2017-10-12,31.88,31.38
2017-10-11,31.81,31.31
2017-10-10,31.77,31.25
2017-10-09,31.78,31.23
2017-10-08,32.22,31.22
2017-10-07,31.81,31.23
2017-10-06,31.81,31.23
2017-10-05,31.96,31.38
2017-10-04,31.93,31.34
2017-10-03,31.75,31.18
2017-10-02,31.57,31.09
2017-10-01,31.52,31.07
2017-09-30,31.51,31.07
2017-09-29,31.48,31.03
2017-09-28,31.42,30.93
2017-09-27,31.44,30.93
2017-09-26,31.46,30.96
2017-09-25,31.54,31.05
2017-09-24,31.58,31.09
2017-09-23,31.58,31.09
2017-09-22,31.58,31.10
2017-09-21,31.51,30.99
2017-09-20,31.60,31.11
2017-09-19,31.53,31.05
2017-09-18,31.51,31.02
2017-09-17,31.50,30.96
2017-09-16,31.50,30.97
2017-09-15,31.49,30.97
2017-09-14,31.45,30.91
2017-09-13,31.56,31.03
2017-09-12,31.53,30.98
2017-09-11,31.69,31.10
2017-09-10,31.76,31.16
2017-09-09,31.76,31.15
2017-09-08,31.81,31.15
2017-09-07,31.59,30.89
2017-09-06,31.43,30.73
2017-09-05,31.21,30.54
2017-09-04,31.21,30.46
2017-09-03,30.94,30.27
2017-09-02,30.87,30.27
2017-09-01,30.76,30.24
2017-08-31,30.65,30.07
2017-08-30,30.68,30.10
2017-08-29,30.66,30.04
2017-08-28,30.49,29.92
2017-08-27,30.30,29.76
2017-08-26,30.30,29.78
2017-08-25,30.24,29.74
2017-08-24,30.25,29.74
2017-08-23,30.23,29.74
2017-08-22,30.17,29.70
2017-08-21,30.13,29.65
2017-08-20,30.15,29.50
2017-08-19,30.14,29.68
2017-08-18,30.16,29.70
2017-08-17,30.22,29.57
2017-08-16,30.24,29.77
2017-08-15,30.35,29.88
2017-08-14,30.42,29.97
2017-08-13,30.39,29.91
2017-08-12,30.41,29.91
2017-08-11,30.39,29.91
2017-08-10,30.38,29.86
2017-08-09,30.47,29.97
2017-08-08,30.56,30.07
2017-08-07,30.63,30.14
2017-08-06,30.74,30.22
2017-08-05,30.75,30.22
2017-08-04,30.79,30.26
2017-08-03,30.75,30.24
2017-08-02,30.65,30.15
2017-08-01,30.53,30.02
2017-07-31,30.42,29.94
2017-07-30,30.40,29.89
2017-07-29,30.40,29.89
2017-07-28,30.40,29.87
2017-07-27,30.42,29.87
2017-07-26,30.25,29.75
2017-07-25,30.22,29.72
2017-07-24,30.23,29.73
2017-07-23,30.17,29.68
2017-07-22,30.17,29.69
2017-07-21,30.19,29.69
2017-07-20,30.02,29.58
2017-07-19,30.05,29.58
2017-07-18,30.00,29.50
2017-07-17,29.88,29.40
2017-07-16,29.84,29.40
2017-07-15,29.85,29.40
2017-07-14,29.86,29.39
2017-07-13,29.85,29.37
2017-07-12,29.82,29.33
2017-07-11,29.72,29.26
2017-07-10,29.79,29.26
2017-07-09,29.75,29.23
2017-07-08,29.71,29.24
2017-07-07,29.74,29.25
2017-07-06,29.67,29.18
2017-07-05,29.61,29.14
2017-07-04,29.58,29.11
2017-07-03,29.66,29.16
2017-07-02,29.70,29.21
2017-07-01,29.71,29.19
2017-06-30,29.72,29.19
2017-06-29,29.71,29.18
2017-06-28,29.43,29.01
2017-06-27,29.37,28.96
2017-06-26,29.32,28.90
2017-06-25,29.30,28.90
2017-06-24,29.30,28.89
2017-06-23,29.30,28.89
2017-06-22,29.26,28.84
2017-06-21,29.23,28.79
2017-06-20,29.24,28.81
2017-06-19,29.28,28.84
2017-06-18,29.25,28.80
2017-06-17,29.25,28.79
2017-06-16,29.25,28.78
2017-06-15,29.30,28.85
2017-06-14,29.33,28.88
2017-06-13,29.32,28.85
2017-06-12,29.36,28.89
2017-06-11,29.37,28.90
2017-06-10,29.38,28.90
2017-06-09,29.38,28.89
2017-06-08,29.45,29.01
2017-06-07,29.56,29.12
2017-06-06,29.61,29.15
2017-06-05,29.56,29.13
2017-06-04,29.57,29.12
2017-06-03,29.56,29.12
2017-06-02,29.54,29.10
2017-06-01,29.56,29.12
2017-05-31,29.50,29.04
2017-05-30,29.48,29.01
2017-05-29,29.50,29.03
2017-05-28,29.48,29.04
2017-05-27,29.49,29.05
2017-05-26,29.49,29.06
2017-05-25,29.48,29.03
2017-05-24,29.47,28.99
2017-05-23,29.55,29.08
2017-05-22,29.49,29.01
2017-05-21,29.42,28.93
2017-05-20,29.44,28.94
2017-05-19,29.41,28.91
2017-05-18,29.38,28.90
2017-05-17,29.33,28.83
2017-05-16,29.15,28.64
2017-05-15,29.00,28.50
2017-05-14,28.93,28.41
2017-05-13,28.92,28.41
2017-05-12,28.83,28.34
2017-05-11,28.81,28.31
2017-05-10,28.88,28.32
2017-05-09,28.96,28.40
2017-05-08,28.97,28.41
2017-05-07,28.98,28.43
2017-05-06,28.97,28.42
2017-05-05,28.96,28.44
2017-05-04,28.86,28.34
2017-05-03,28.88,28.34
2017-05-02,28.83,28.34
2017-05-01,28.83,28.34
2017-04-30,28.85,28.35
2017-04-29,28.85,28.36
2017-04-28,28.87,28.36
2017-04-27,28.84,28.34
2017-04-26,28.91,28.38
2017-04-25,28.93,28.39
2017-04-24,28.90,28.38
2017-04-23,28.77,28.28
2017-04-22,28.77,28.29
2017-04-21,28.79,28.33
2017-04-20,28.83,28.38
2017-04-19,28.79,28.36
2017-03-02,28.87,28.35
2017-03-01,28.96,28.38
2017-02-28,28.92,28.33
2017-02-27,28.81,28.22
2017-02-26,28.83,28.25
2017-02-25,28.83,28.25
2017-02-24,28.83,28.26
2017-02-23,28.82,28.23
2017-02-22,28.89,28.30
2017-02-21,29.07,28.48
2017-02-20,29.20,28.58
2017-02-19,29.24,28.59
2017-02-18,29.23,28.61
2017-02-17,29.24,28.62
2017-02-16,29.14,28.56
2017-02-15,29.17,28.56
2017-02-14,29.32,28.71
2017-02-13,29.42,28.81
2017-02-12,29.47,28.83
2017-02-11,29.46,28.85
2017-02-10,29.37,28.75
2017-02-09,29.52,28.85
2017-02-08,29.59,28.92
2017-02-07,29.71,29.01
2017-02-06,29.86,29.16
2017-02-05,29.82,29.10
2017-02-04,29.81,29.12
2017-02-03,29.83,29.13
2017-02-02,29.85,29.15
2017-02-01,29.86,29.11
2017-01-31,29.69,28.94
2017-01-30,29.82,29.06
2017-01-29,29.84,29.09
2017-01-28,29.85,29.15
2017-01-27,29.89,29.21
2017-01-26,29.99,29.30
2017-01-25,30.05,29.36
2017-01-24,30.13,29.43
2017-01-23,30.15,29.40
2017-01-22,30.08,29.34
2017-01-21,30.09,29.33
2017-01-20,30.11,29.35
2017-01-19,30.14,29.29
2017-01-18,30.23,29.29
2017-01-17,30.31,29.36
2017-01-16,30.57,29.54
2017-01-15,30.64,29.57
2017-01-14,30.67,29.57
2017-01-13,30.71,29.61
2017-01-12,30.31,29.24
2017-01-11,29.75,28.89
2017-01-10,29.65,28.77
2017-01-09,29.47,28.54
2017-01-08,29.50,28.53
2017-01-07,29.49,28.54
2017-01-06,29.47,28.55
2017-01-05,29.30,28.35
2017-01-04,29.07,28.19
2017-01-03,29.12,28.12
2017-01-02,29.08,28.16
2017-01-01,29.08,28.17
2016-12-31,29.10,28.19
2016-12-30,29.10,28.19
2016-12-29,28.84,28.06
2016-12-28,28.67,27.91
2016-12-27,28.52,27.80
2016-12-26,28.54,27.80
2016-12-25,28.48,27.68
2016-12-24,28.48,27.74
2016-12-23,28.51,27.74
2016-12-22,28.51,27.74
2016-12-21,28.53,27.69
2016-12-20,28.64,27.76
2016-12-19,28.63,27.81
2016-12-18,28.45,27.76
2016-12-17,28.46,27.80
2016-12-16,28.47,27.77
2016-12-15,28.59,27.87
2016-12-14,28.79,28.08
2016-12-13,28.70,28.02
2016-12-12,28.64,27.96
2016-12-11,28.68,27.96
2016-12-10,28.70,27.99
2016-12-09,28.72,28.04
2016-12-08,28.91,28.24
2016-12-07,28.91,28.26
2016-12-06,28.97,28.28
2016-12-05,28.78,28.11
2016-12-04,28.77,28.12
2016-12-03,28.77,28.12
2016-12-02,28.80,28.14
2016-12-01,28.74,28.08
2016-11-30,28.77,28.10
2016-11-29,28.74,28.08
2016-11-28,28.80,28.12
2016-11-27,28.68,28.02
2016-11-26,28.72,28.07
2016-11-25,28.75,28.09
2016-11-24,28.74,28.06
2016-11-23,28.87,28.16
2016-11-22,28.89,28.18
2016-11-21,28.95,28.16
2016-11-20,29.01,28.20
2016-11-19,29.04,28.22
2016-11-18,29.03,28.25
2016-11-17,29.40,28.49
2016-11-16,29.48,28.67
2016-11-15,29.30,28.55
2016-11-14,29.19,28.44
2016-11-13,29.18,28.47
2016-11-12,29.16,28.48
2016-11-11,29.10,28.42
2016-11-10,29.19,28.46
2016-11-09,29.46,28.68
2016-11-08,29.11,28.54
2016-11-07,29.12,28.54
2016-11-06,29.12,28.52
2016-11-05,29.11,28.52
2016-11-04,29.12,28.54
2016-11-03,29.06,28.50
2016-11-02,28.91,28.31
2016-11-01,28.68,28.11
2016-10-31,28.58,28.04
2016-10-30,28.52,28.00
2016-10-29,28.53,28.02
2016-10-28,28.53,28.00
2016-10-27,28.54,27.99
2016-10-26,28.50,27.97
2016-10-25,28.52,27.96
2016-10-24,28.56,27.98
2016-10-23,28.63,28.04
2016-10-22,28.63,28.09
2016-10-21,28.64,28.08
2016-10-20,28.77,28.23
2016-10-19,28.81,28.24
2016-10-18,28.87,28.27
2016-10-17,28.92,28.27
2016-10-16,28.94,28.36
2016-10-15,28.95,28.39
2016-10-14,28.96,28.40
2016-10-13,28.97,28.39
2016-10-12,29.07,28.43
2016-10-11,29.20,28.60
2016-10-10,29.28,28.68
2016-10-09,29.23,28.63
2016-10-08,29.24,28.65
2016-10-07,29.25,28.64
2016-10-06,29.37,28.80
2016-10-05,29.36,28.80
2016-10-04,29.36,28.78
2016-10-03,29.42,28.85
2016-10-02,29.42,28.85
2016-10-01,29.42,28.88
2016-09-30,29.42,28.85
2016-09-29,29.40,28.81
2016-09-28,29.38,28.77
2016-09-27,29.39,28.81
2016-09-26,29.44,28.84
2016-09-25,29.43,28.82
2016-09-24,29.44,28.85
2016-09-23,29.44,28.82
2016-09-22,29.37,28.73
2016-09-21,29.26,28.60
2016-09-20,29.18,28.53
2016-09-19,29.18,28.45
2016-09-18,29.38,28.65
2016-09-17,29.38,28.65
2016-09-16,29.42,28.67
2016-09-15,29.72,29.07
2016-09-14,29.84,29.15
2016-09-13,29.95,29.29
2016-09-12,30.12,29.50
2016-09-11,30.12,29.54
2016-09-10,30.12,29.54
2016-09-09,30.15,29.53
2016-09-08,30.15,29.55
2016-09-07,30.14,29.54
2016-09-06,30.00,29.36
2016-09-05,29.82,29.19
2016-09-04,29.68,29.05
2016-09-03,29.66,29.06
2016-09-02,29.67,29.03
2016-09-01,29.48,28.81
2016-08-31,29.22,28.55
2016-08-30,29.13,28.43
2016-08-29,29.29,28.56
2016-08-28,29.39,28.69
2016-08-27,29.41,28.69
2016-08-26,29.42,28.72
2016-08-25,29.38,28.69
2016-08-24,29.43,28.72
2016-08-23,29.47,28.77
2016-08-22,29.39,28.70
2016-08-21,29.32,28.63
2016-08-20,29.32,28.65
2016-08-19,29.29,28.57
2016-08-18,29.09,28.43
2016-08-17,28.93,28.30
2016-08-16,28.75,28.14
2016-08-15,28.35,27.84
2016-08-14,28.19,27.68
2016-08-13,28.18,27.66
2016-08-12,28.15,27.62
2016-08-11,28.05,27.53
2016-08-10,27.98,27.48
2016-08-09,27.90,27.39
2016-08-08,27.90,27.38
2016-08-07,27.91,27.40
2016-08-06,27.91,27.40
2016-08-05,27.93,27.41
2016-08-04,27.97,27.45
2016-08-03,28.05,27.50
2016-08-02,27.96,27.41
2016-08-01,27.89,27.38
2016-07-31,27.80,27.29
2016-07-30,27.80,27.30
2016-07-29,27.80,27.25
2016-07-28,27.73,27.20
2016-07-27,27.65,27.13
2016-07-26,27.61,27.13
2016-07-25,27.58,27.08
2016-07-24,27.69,27.16
2016-07-23,27.68,27.19
2016-07-22,27.70,27.18
2016-07-21,27.66,27.14
2016-07-20,27.52,27.04
2016-07-19,27.58,27.11
2016-07-18,27.60,27.13
2016-07-17,27.62,27.13
2016-07-16,27.64,27.16
2016-07-15,27.66,27.17
2016-07-14,27.64,27.13
2016-07-13,27.59,27.09
2016-07-12,27.60,27.08
2016-07-11,27.58,27.04
2016-07-10,27.59,27.07
2016-07-09,27.57,27.09
2016-07-08,27.59,27.08
2016-07-07,27.59,27.06
2016-07-06,27.60,27.08
2016-07-05,27.65,27.15
2016-07-04,27.68,27.15
2016-07-03,27.67,27.14
2016-07-02,27.67,27.13
2016-07-01,27.66,27.12
2016-06-30,27.66,27.06
2016-06-29,27.78,27.00
2016-06-28,27.97,26.98
2016-06-27,27.98,26.96
2016-06-26,28.05,27.01
2016-06-25,28.04,27.04
2016-06-24,28.05,26.97
2016-06-23,28.27,27.76
2016-06-22,28.19,27.70
2016-06-21,28.29,27.77
2016-06-20,28.19,27.72
2016-06-19,28.17,27.71
2016-06-18,28.17,27.72
2016-06-17,28.20,27.68
2016-06-16,28.26,27.70
2016-06-15,28.21,27.64
2016-06-14,28.30,27.70
2016-06-13,28.36,27.77
2016-06-12,28.45,27.86
2016-06-11,28.43,27.87
2016-06-10,28.45,27.87
2016-06-09,28.49,27.95
2016-06-08,28.43,27.88
2016-06-07,28.43,27.86
2016-06-06,28.40,27.83
2016-06-05,28.20,27.61
2016-06-04,28.19,27.60
2016-06-03,28.20,27.59
2016-06-02,28.24,27.66
2016-06-01,28.15,27.62
2016-05-31,28.16,27.64
2016-05-30,28.16,27.63
2016-05-29,28.26,27.70
2016-05-28,28.25,27.71
2016-05-27,28.29,27.72
2016-05-26,28.27,27.71
2016-05-25,28.28,27.71
2016-05-24,28.40,27.82
2016-05-23,28.49,27.90
2016-05-22,28.51,27.94
2016-05-21,28.51,27.96
2016-05-20,28.52,27.94
2016-05-19,28.59,28.00
2016-05-18,28.72,28.18
2016-05-17,28.87,28.28
2016-05-16,28.93,28.31
2016-05-15,28.98,28.33
2016-05-14,28.94,28.34
2016-05-13,28.98,28.28
2016-05-12,29.02,28.38
2016-05-11,28.93,28.27
2016-05-10,28.96,28.25
2016-05-09,28.98,28.28
2016-05-08,28.99,28.29
2016-05-07,28.97,28.29
2016-05-06,28.98,28.28
2016-05-05,29.04,28.29
2016-05-04,29.02,28.28
2016-05-03,28.90,28.11
2016-05-02,28.87,28.07
2016-05-01,28.85,28.05
2016-04-30,28.85,28.05
2016-04-29,28.86,28.10
2016-04-28,28.66,27.93
2016-04-27,28.62,27.92
2016-04-26,28.67,27.98
2016-04-25,28.71,28.01
2016-04-24,28.83,28.12
2016-04-23,28.81,28.13
2016-04-22,28.70,27.90
2016-04-21,28.83,27.96
2016-04-20,28.99,28.16
2016-04-19,29.04,28.22
2016-04-18,29.05,28.21
2016-04-17,29.05,28.24
2016-04-16,29.05,28.24
2016-04-15,29.08,28.21
2016-04-14,29.12,28.24
2016-04-13,29.28,28.37
2016-04-12,29.45,28.48
2016-04-11,29.30,28.35
2016-04-10,29.12,28.23
2016-04-09,29.11,28.25
2016-04-08,29.19,28.22
2016-04-07,29.38,28.52
2016-04-06,29.53,28.68
2016-04-05,29.65,28.78
2016-04-04,29.71,28.87
2016-04-03,29.76,28.90
2016-04-02,29.75,28.93
2016-04-01,29.76,28.95
2016-03-31,29.74,28.94
2016-03-30,29.67,28.86
2016-03-29,29.51,28.67
2016-03-28,29.46,28.64
2016-03-27,29.53,28.68
2016-03-26,29.49,28.71
2016-03-25,29.54,28.72
2016-03-24,29.56,28.72
2016-03-23,29.63,28.79
2016-03-22,29.79,28.94
2016-03-21,29.91,29.02
2016-03-20,29.95,29.09
2016-03-19,29.93,29.10
2016-03-18,29.99,29.11
2016-03-17,29.91,29.03
2016-03-16,29.77,28.92
2016-03-15,29.68,28.77
2016-03-14,29.57,28.58
2016-03-13,29.42,28.46
2016-03-12,29.48,28.50
2016-03-11,29.44,28.33
2016-03-10,29.33,28.35
2016-03-09,29.44,28.48
2016-03-08,29.40,28.45
2016-03-07,29.40,28.47
2016-03-06,29.41,28.46
2016-03-05,29.41,28.49
2016-03-04,29.42,28.47
2016-03-03,29.49,28.63
2016-03-02,29.63,28.82
2016-03-01,29.73,28.88
2016-02-29,29.95,29.16
2016-02-28,30.10,29.36
2016-02-27,30.10,29.38
2016-02-26,30.14,29.39
2016-02-25,30.15,29.37
2016-02-24,30.09,29.29
2016-02-23,30.07,29.22
2016-02-22,30.16,29.27
2016-02-21,30.17,29.25
2016-02-20,30.18,29.28
2016-02-19,30.21,29.26
2016-02-18,30.34,29.43
2016-02-17,30.41,29.54
2016-02-16,30.38,29.47
2016-02-15,30.28,29.35
2016-02-14,30.23,29.35
2016-02-13,30.24,29.39
2016-02-12,30.27,29.35
2016-02-11,30.11,29.20
2016-02-10,29.92,29.01
2016-02-09,29.75,28.79
2016-02-08,29.64,28.59
2016-02-07,29.63,28.54
2016-02-06,29.63,28.53
2016-02-05,29.64,28.53
2016-02-04,29.34,28.24
2016-02-03,29.00,28.01
2016-02-02,28.97,27.90
2016-02-01,28.93,27.88
2016-01-31,28.94,27.85
2016-01-30,28.93,27.85
2016-01-29,28.99,27.86
2016-01-28,28.90,27.76
2016-01-27,28.90,27.73
2016-01-26,28.91,27.71
2016-01-25,28.91,27.66
2016-01-24,28.96,27.72
2016-01-23,29.00,27.76
2016-01-22,29.10,27.79
2016-01-21,29.21,27.80
2016-01-20,29.50,28.10
2016-01-19,29.22,27.98
2016-01-18,28.78,27.60
2016-01-17,28.48,27.28
2016-01-16,28.51,27.31
2016-01-15,28.20,27.05
2016-01-14,27.87,26.72
2016-01-13,27.73,26.50
2016-01-12,27.65,26.38
2016-01-11,27.66,26.25
2016-01-10,27.46,26.17
2016-01-09,27.47,26.20
2016-01-08,27.50,26.26
2016-01-07,27.46,26.17
2016-01-06,27.47,26.20
2016-01-05,27.58,26.27
2016-01-04,27.61,26.32
2016-01-03,27.61,26.28
2016-01-02,27.60,26.28
2016-01-01,27.60,26.28
2015-12-31,27.62,26.34
2015-12-30,27.56,26.37
2015-12-29,27.43,26.30
2015-12-28,27.22,26.10
2015-12-27,27.17,26.00
2015-12-26,27.16,26.04
2015-12-25,27.15,26.03
2015-12-24,27.11,26.00
2015-12-23,27.15,26.08
2015-12-22,27.12,26.09
2015-12-21,27.08,26.04
2015-12-20,27.02,25.95
2015-12-19,27.02,25.95
2015-12-18,27.02,25.97
2015-12-17,27.06,26.03
2015-12-16,27.19,26.10
2015-12-15,27.26,26.17
2015-12-14,27.23,26.17
2015-12-13,27.23,26.10
2015-12-12,27.23,26.14
2015-12-11,27.24,26.15
2015-12-10,27.17,26.07
2015-12-09,27.07,26.00
2015-12-08,27.04,25.89
2015-12-07,27.12,25.93
2015-12-06,27.10,25.89
2015-12-05,27.10,25.89
2015-12-04,27.11,25.90
2015-12-03,26.70,25.54
2015-12-02,26.80,25.71
2015-12-01,26.95,25.89
2015-11-30,27.06,25.97
2015-11-29,27.18,26.02
2015-11-28,27.18,26.05
2015-11-27,27.21,26.11
2015-11-26,27.19,26.10
2015-11-25,27.07,26.05
2015-11-24,26.95,25.94
2015-11-23,26.86,25.82
2015-11-22,26.86,25.82
2015-11-21,26.86,25.86
2015-11-20,26.87,25.86
2015-11-19,26.85,25.81
2015-11-18,26.73,25.65
2015-11-17,26.69,25.57
2015-11-16,26.67,25.53
2015-11-15,26.60,25.45
2015-11-14,26.60,25.42
2015-11-13,26.59,25.44
2015-11-12,26.42,25.30
2015-11-11,26.33,25.23
2015-11-10,26.34,25.29
2015-11-09,26.75,25.32
2015-11-08,26.93,25.41
2015-11-07,26.94,25.40
2015-11-06,26.94,25.40
2015-11-05,27.06,25.52
2015-11-04,27.09,25.63
2015-11-03,27.16,25.65
2015-11-02,27.15,25.59
2015-11-01,27.05,25.49
2015-10-31,27.05,25.49
2015-10-30,27.05,25.50
2015-10-29,26.96,25.37
2015-10-28,26.96,25.39
2015-10-27,27.03,25.43
2015-10-26,26.71,25.36
2015-10-25,26.74,25.41
2015-10-24,26.76,25.40
2015-10-23,26.77,25.35
2015-10-22,27.08,25.67
2015-10-21,26.90,25.53
2015-10-20,26.49,25.20
2015-10-19,26.41,25.10
2015-10-18,26.38,24.96
2015-10-17,26.38,25.14
2015-10-16,26.41,25.17
2015-10-15,26.44,25.23
2015-10-14,26.16,24.99
2015-10-13,26.15,24.97
2015-10-12,26.01,24.79
2015-10-11,25.84,24.77
2015-10-10,25.84,24.74
2015-10-09,25.83,24.64
2015-10-08,25.69,24.52
2015-10-07,25.62,24.42
2015-10-06,25.59,24.35
2015-10-05,25.60,24.37
2015-10-04,25.52,24.41
2015-10-03,25.52,24.41
2015-10-02,25.53,24.32
2015-10-01,25.52,24.29
2015-09-30,25.65,24.39
2015-09-29,25.73,24.47
2015-09-28,25.71,24.49
2015-09-27,25.69,24.61
2015-09-26,25.70,24.59
2015-09-25,25.71,24.49
2015-09-24,25.75,24.50
2015-09-23,25.79,24.49
2015-09-22,25.89,24.66
2015-09-21,26.16,24.77
2015-09-20,26.24,24.78
2015-09-19,26.24,24.78
2015-09-18,26.19,24.84
2015-09-17,26.06,24.84
2015-09-16,26.10,24.92
2015-09-15,26.14,24.84
2015-09-14,26.15,24.78
2015-09-13,26.11,24.77
2015-09-12,26.11,24.77
2015-09-11,26.10,24.75
2015-09-10,26.11,24.79
2015-09-09,26.13,24.83
2015-09-08,26.26,24.81
2015-09-07,26.22,24.75
2015-09-06,26.24,24.78
2015-09-05,26.24,24.78
2015-09-04,26.24,24.78
2015-09-03,26.37,24.89
2015-09-02,26.48,25.00
2015-09-01,26.43,25.03
2015-08-31,26.39,24.80
2015-08-30,26.45,24.75
2015-08-29,26.45,24.75
2015-08-28,26.48,24.77
2015-08-27,26.79,25.17
2015-08-26,27.01,25.50
2015-08-25,26.85,25.27
2015-08-24,26.28,24.91
2015-08-23,26.24,24.88
2015-08-22,26.24,24.88
2015-08-21,26.18,24.85
2015-08-20,25.90,24.60
2015-08-19,25.77,24.49
2015-08-18,25.78,24.53
2015-08-17,25.84,24.51
2015-08-16,25.79,24.45
2015-08-15,25.79,24.45
2015-08-14,25.82,24.49
2015-08-13,25.78,24.39
2015-08-12,25.56,24.28
2015-08-11,25.34,24.01
2015-08-10,25.32,23.99
2015-08-09,25.29,23.94
2015-08-08,25.28,23.93
2015-08-07,25.29,23.95
2015-08-06,25.32,23.96
2015-08-05,25.28,23.90
2015-08-04,25.40,23.97
2015-08-03,25.45,23.99
2015-08-02,25.45,23.96
2015-08-01,25.47,23.97
2015-07-31,25.52,24.00
2015-07-30,25.73,24.34
2015-07-29,26.01,24.56
2015-07-28,26.09,24.67
2015-07-27,26.16,24.67
2015-07-26,26.12,24.69
2015-07-25,26.14,24.72
2015-07-24,26.14,24.72
2015-07-23,26.14,24.66
2015-07-22,26.15,24.60
2015-07-21,26.24,24.62
2015-07-20,26.49,24.97
2015-07-19,26.63,25.08
2015-07-18,26.64,25.08
2015-07-17,26.68,25.09
2015-07-16,26.70,25.17
2015-07-15,26.64,25.12
2015-07-14,26.51,25.03
2015-07-13,26.57,25.06
2015-07-12,26.44,24.89
2015-07-11,26.43,24.88
2015-07-10,26.47,24.66
2015-07-09,26.22,24.67
2015-07-08,26.02,24.51
2015-07-07,25.61,24.17
2015-07-06,25.35,23.94
2015-07-05,25.33,24.01
2015-07-04,25.33,24.01
2015-07-03,25.31,24.02
2015-07-02,25.14,23.76
2015-07-01,25.06,23.63
2015-06-30,25.06,23.69
2015-06-29,25.04,23.66
2015-06-28,25.00,23.65
2015-06-27,24.98,23.65
2015-06-26,24.91,23.64
2015-06-25,24.91,23.69
2015-06-24,24.99,23.71
2015-06-23,25.25,23.87
2015-06-22,25.42,23.98
2015-06-21,25.37,23.87
2015-06-20,25.37,23.87
2015-06-19,25.38,23.87
2015-06-18,25.39,23.86
2015-06-17,25.44,23.87
2015-06-16,25.34,23.77
2015-06-15,24.89,23.39
2015-06-14,24.70,23.26
2015-06-13,24.69,23.26
2015-06-12,24.66,23.24
2015-06-11,24.70,23.26
2015-06-10,24.66,23.22
2015-06-09,24.62,23.11
2015-06-08,24.34,22.73
2015-06-07,24.48,22.91
2015-06-06,24.45,22.93
2015-06-05,24.45,22.93
2015-06-04,24.56,23.00
2015-06-03,24.57,22.94
2015-06-02,24.42,22.61
2015-06-01,24.51,22.72
2015-05-31,24.51,22.73
2015-05-30,24.60,22.62
2015-05-29,24.60,22.62
2015-05-28,24.61,22.50
2015-05-27,24.52,22.50
2015-05-26,24.58,22.59
2015-05-25,24.80,22.70
2015-05-24,25.03,22.95
2015-05-23,25.03,22.95
2015-05-22,25.04,22.95
2015-05-21,25.08,22.95
2015-05-20,25.28,23.14
2015-05-19,25.92,23.71
2015-05-18,25.89,23.50
2015-05-17,25.91,23.47
2015-05-16,25.91,23.47
2015-05-15,25.87,23.53
2015-05-14,25.97,23.76
2015-05-13,25.95,23.80
2015-05-12,25.88,23.55
2015-05-11,25.89,23.64
2015-05-10,25.90,23.64
2015-05-09,25.91,23.66
2015-05-08,25.91,23.68
2015-05-07,26.33,23.91
2015-05-06,26.09,23.65
2015-05-05,26.03,23.37
2015-05-04,25.87,23.28
2015-05-03,25.86,23.28
2015-05-02,25.86,23.28
2015-05-01,25.87,23.28
2015-04-30,25.87,23.28
2015-04-29,25.74,23.55
2015-04-28,26.01,24.00
2015-04-27,26.06,23.82
2015-04-26,25.95,23.71
2015-04-25,25.96,23.70
2015-04-24,25.95,23.69
2015-04-23,25.99,23.78
2015-04-22,26.17,23.74
2015-04-21,25.77,23.35
2015-04-20,25.49,22.82
2015-04-19,25.76,23.14
2015-04-18,25.76,23.11
2015-04-17,25.76,23.11
2015-04-16,26.44,24.01
2015-04-15,26.76,24.45
2015-04-14,26.62,24.23
2015-04-13,27.03,24.70
2015-04-12,27.03,24.70
2015-04-11,27.03,24.70
2015-04-10,27.06,24.75
2015-04-09,27.37,25.10
2015-04-08,27.74,25.25
2015-04-07,28.08,25.43
2015-04-06,28.21,25.38
2015-04-05,28.13,25.31
2015-04-04,28.14,25.30
2015-04-03,28.12,25.28
2015-04-02,28.01,25.10
2015-04-01,28.24,25.18
2015-03-31,28.52,25.46
2015-03-30,28.84,25.65
2015-03-29,28.96,25.67
2015-03-28,28.96,25.67
2015-03-27,28.97,25.68
2015-03-26,29.19,25.92
2015-03-25,28.98,25.78
2015-03-24,29.01,25.68
2015-03-23,28.75,25.45
2015-03-22,28.67,25.39
2015-03-21,28.67,25.39
2015-03-20,28.77,25.38
2015-03-19,28.95,25.47
